userId,date_of_birth,diet_type,cognitive_scores,risk_trackings
6d27a2d1-a208-4428-a839-93fa92cdca58,1999-01-19,Keto,"['3d4f3c28-9add-4a75-a05d-2928fe2a27ba', 'c0382259-01f4-44bf-954d-ce4057d34345', '3b6ea7d7-f56e-4582-9728-6e1de28c70f4', '9690809f-a269-48c1-9d75-f3dbc07e2ff1', '71ab99d5-96cc-47f5-8d62-79a20dc6ecca']","['e95de2b6-72b6-4568-93da-95f8ae18d9a5', '9387fbc0-9756-4a0a-83b3-b039faa2666d', 'fe407b5c-15ce-41df-9949-38c3d10d826d', '559c433f-599c-44ce-95a9-9585bf608b28', '4cf2cdd7-625f-4b86-8181-f0824f8dd22b', 'a55d249c-4c72-4ef3-b379-1ef8548102f1']"
971cf331-4b40-486d-a706-e97219241245,1979-12-21,Vegetarian,"['ea5dc6a9-f19d-44ce-adda-b867a006c045', '74777ea2-a3c8-4092-b9db-a810eb9987de', '22660177-5275-438f-8910-640daac171ab', 'c402ff22-2a09-46f0-9f7f-4ecd9ce013d9', 'aedee72b-4094-4ba2-880b-659b85373670', 'bfc8aa31-7635-469b-8e1e-354bd177ad2c', '3e987ecd-3f00-4cd5-b881-80ad27e634d5', 'ec4095b3-0d79-47a2-bf44-a5ce51123409', 'c025a65e-5205-4062-ba68-db41ca149648']","['45bdee32-6853-4d00-842b-506954999098', '05195059-74dc-4c1c-8c6c-9547ce22b4f4', '5a52272c-cba0-47f5-88fd-d7f34f308641', '5b30ef13-b2c7-4eb9-8f7c-606f9a01b24c', 'a983c64d-5266-487d-bf78-e7109b5f6ddb', '88305edc-2e8c-489a-943c-35c03d30867e', 'b54f73cb-ba01-4d0c-a7ca-28497d1f9dd9', '8681dc38-9f2d-4092-8db6-57d69effb5ab', 'f0f5861c-d1c6-4f84-99de-c00803c681e2', 'b788fcec-992f-4208-8f95-78391c10fd35', 'b189a6d3-fea3-473d-a750-23b885d1c8bf', '2f66bc4b-a307-45c1-ae06-71be29c00f63', '023bf7f3-a6e1-4fb7-9a47-d381b70a10b5']"
f89fa3a7-4f5c-4388-8174-5fd6f1311b5e,1988-06-15,Vegan,"['8cb42f36-166b-44a7-a00c-7cf6ac18548d', '3126e4df-fd43-499d-9b17-a8c206c831cb', '3bbd3525-f3bc-4053-9292-997a8e6c3818', 'd716ee71-701b-418c-af5f-84ff9d508a69', '097f97c0-d40d-47d2-9c10-c00f1b79200e', '192ce946-e04e-4134-adc0-a18fc861611c', '3e8a73b3-0588-4315-bf41-50a96373223c', '6c5000f8-1804-4f27-97fb-72da603e669c', '578de171-9f4c-4b13-8ea4-13394fa8212f']","['1072d04a-9ef7-4fc4-8c45-767e2aeccad4', 'e4799c65-e603-4c5c-ab4e-e780b981e63c', '650c13a0-53b3-4086-a5f4-d626f8e06f72', '157f76eb-0099-4dd5-9d47-b890e4048081', 'af99ebcd-6c3c-4df1-a834-9ea58681ab11', 'b976a669-0531-476a-a718-8bed9e46074b', 'f7361ad4-6fca-4a36-88a0-169746ca70ac', '1d7bc94f-7761-4f1c-80e1-de8ae54bb8fc', 'b241c321-9859-456f-a5f3-34f926fb792d', '0f3c032f-af4a-42b2-83bf-b34cf3810a30']"
bbac1ccf-c03e-4523-a080-febda9a2b840,1980-10-22,Omnivore,"['f63dbc1f-ab83-4150-a284-6ab5cd8a1ba2', 'e84eb4c8-3d89-4373-918c-222ba8828021', 'a2d6be88-854d-4e91-9ade-e5811e959d46', '375d859a-7e76-4f13-a253-09be5ff1ed6c', 'bbc430ab-c71b-410f-ba7e-c88b999d496a', '5c576e62-3fdf-43d1-b7a7-e6adb719373a']","['423d7b79-e71d-4b85-b8bf-a8ef590dfa9b', '554cb5e6-69d2-44ab-bcbf-e7de489313b0', 'bd951bae-e41f-46e6-8b83-d6ebb8bcdadd', 'd7c74e2b-817b-4c6b-bd11-b9bada3edfec', '50468a34-4f49-462d-8eea-18200dd65383', 'f7ac5d70-6735-4082-a76e-6f985e625ab0', 'f4252cbe-b3b0-4c03-a64c-9aea1af8e39c', 'bfd2d961-d7f7-4719-be51-0ff599d8259c', '798f4170-c503-401d-aa39-ad40b2adaa98']"
b56d8cac-d3fd-4215-b444-e9847f089c79,1981-08-11,Keto,['31b1786e-7f39-461e-97e7-ce7f3e0c3e63'],"['d135bc30-fa93-4cbd-99ca-7da9791f7b2e', '18f7b7bc-201d-4c5f-9711-49016d2993fc', '8843bdfe-223d-4df4-bb18-cde9d2996aac', 'aca64b20-3eda-4cee-b729-c2fd56d253d1', '1e9f927f-1807-4f7e-95ea-304d39b7e9a6', '314c21df-46ed-47fe-ad20-ed8e3da9f9af', '259ba4ee-f9f3-4027-8012-6f5baad22426', '58d8d4ac-93b4-4547-9ff3-7795a3ed643f', '5521d1bc-9385-4806-8ba3-6c2648ec2565']"
a08a803b-3e23-4066-951c-05fa5abf6fb8,1992-06-17,Omnivore,"['8962dd0a-8262-429b-951e-647f8020bb24', '35380010-4884-4e98-9123-4075f9e5f9c4', '188c9ff4-0ae0-47c1-bf43-3e0ae4aa46c1', 'c36886ce-f00b-446c-8a6d-59f3b5017e6c', 'b119061c-097f-41a2-96e6-441424b45efc', '362984db-ae4f-4044-af9e-2b1f72bc9818', '66c54bbf-947c-4fe1-a6c7-76614de93385', '56231ca0-4aa1-473a-8865-19940a7b8e20', '0e568139-d648-4685-af35-2da2595927d6', '65813c95-d3c3-4532-a8fc-74bfb3611018', '2fcfa96e-ac00-4a4f-bfa2-641d6d373b2a', '3be49259-b6c3-4636-92c4-715af4b442e8', '49cb1060-3385-4d73-a8f6-dc4d67e598b1']","['f64aea3e-a8c4-40f2-8abe-8b3cb0467d63', '6ff02453-286b-4b62-a12f-1fbc0eabd025', '28a5f341-9d4b-4b77-926a-67bb6f4d2961', 'dad7e05e-2d10-4530-b929-4a1037530a08', '65e66539-11cd-4d8f-a4f1-8444c80f1ddd', '361bfb25-3ac6-49ef-b0c4-812329b81ac2', 'c3b765f8-7bab-4632-a9aa-35bcddf80591', '44976372-a5ee-4ad9-89e1-8e30cb829461', 'b30d0118-aec6-4c1c-8932-b1814bb0a2c2', 'fdaba3ad-2a66-4ba8-a36e-0a2a85c52916', 'ca5a87f4-2cff-48d6-aba0-50aa5e297b3f']"
aecd5475-b4a0-488f-a556-d2b791bf2c94,1971-08-18,Omnivore,"['8b76df27-50fb-4044-a868-85a623569940', '588a2b34-9de6-481d-a13f-cdda801376fc']","['34b39fea-2e2d-425e-95eb-e7575e84681e', '90bdd434-313d-4e59-bdd6-3f63867ab20a', '113e38e4-7f62-4137-a039-acdaa20aa2f1', 'b2a13ab8-0542-4272-bec7-0f88b1d02277']"
8c69dc4b-f05e-41ba-bea6-660b9432543f,1977-07-22,Vegetarian,"['bf9edc48-ecbe-4e79-bd1f-dc8487acf84d', '57ff60ec-c8b8-4a9f-8845-eb854c2d2f28', 'e1142ab0-a04f-4cd1-b0bd-46ca47b69fb3', 'b194f223-5cce-4e49-8d60-e562da336235', '9727904e-100d-4e0b-bd4a-1b9094590988', '40b09f0e-7c68-425f-8413-74baf3370481', '4fa7e3b5-e6e7-4f84-81b0-4bef83c94f89', 'b86619fb-5a0b-4c72-a913-736d940d54c2', '337dd0a7-5a55-4a7f-82fe-d263c81a6698', 'c80b4794-3439-49d1-98f1-8cdb89a5a40e']","['3e17eccf-1c9a-4947-bc6f-0dcb06acd9be', 'dd256725-577a-451b-ae15-1b98dea53243', '6694c3ef-e5c0-4866-95ed-54aee24abbc9']"
db262042-2434-4cb5-bced-b3fb914a96f3,1996-03-04,Vegetarian,['282f58ae-dcd1-488f-a6a6-62ccfc10b257'],"['a1724140-7684-4187-8ee3-4cfb37800f13', 'eb5fd10f-0c37-45e5-bc24-a8a83406b73b', '3ee1dae5-e1ca-4340-9717-44248f9afccd', '77881b52-066e-405e-82db-6d3cac9ae7f1', 'fb257ca6-889f-47f2-a8fc-a985d8b6693b', '6e646ab3-c02b-44ff-b908-cc4a7eb92be4', 'fe1a3b28-63c5-4ea2-a210-fca57c31bd2d', '58395659-53ca-40bb-973d-cdc13959ee8e', 'b82cc40f-d968-409f-b70b-1075be8fa164', '79cfc498-22fb-4a73-a60a-e104897c3ca6']"
8ec50824-7c76-4409-8815-d0c3328dc6e9,1965-12-06,Vegan,"['41751450-e947-4f78-a314-7fa66ebdd865', '2caa093e-e8b8-4d1a-968c-0d016a04f73d', 'c0e9ab0a-fccd-481c-bf81-f6959de8e931', 'cd56171d-be3b-4b1f-940e-cfa2d6e691c5', '8faeae01-46ac-47fd-ba5d-afb85cc80be9', 'c7ed6eef-c060-4a00-8903-103338781b11', '3cff061c-0546-4926-a081-aa7954be96d8', '132ea9de-34b7-4eb4-aeee-dd5e8664f2fe', 'a4734354-cfd3-48f8-b97b-71b6d7d5d390', '66abc747-170e-4458-af5c-8778b39908d2']","['6b386168-70a3-41c9-a233-14e42a56de69', '1331d38b-c0b0-4029-aaa2-632be9ba2484', 'cf15c034-a28c-4592-b371-7df46d419f1c', '1932c4d2-a847-4ab1-8e3f-107a172f0094', 'bacfee80-2b80-4e89-83d7-d39d66f7901d', 'c163805b-f431-4a94-b839-1d3e8487ad83', '688b4b4a-5152-4307-b572-818e1f5fb20d', '855ebc98-42ec-4bc2-ba39-e4e556bfdd14', '5388465d-d5da-4570-a045-54b5c3c39c74', '634472b4-def5-4911-b88b-d9e76db20ad5', '4cc27188-d7f2-40c4-8daf-f66e8f2e9f2d']"
1a18ea2f-86fe-43dc-8a74-390380a5561d,1972-11-23,Keto,[],"['1b9bb5dd-8959-49db-8f1f-d95a5063f635', '0c6bd106-eb01-4a17-b8f9-62742cd1a09e', '1b837717-a238-4a8d-a10e-13bf8a301152', '86f2e027-f9c5-4fa8-a04c-9a063b081a3e']"
51dc922e-7881-43f5-b65c-3f89a57396bb,1993-09-16,Paleo,['b2312578-9e8a-42e9-91b1-91ee5f180d8d'],"['4229599d-5518-4279-b2bf-1aacebf69044', '228a0a80-ffc4-4abc-9619-4a8836034f04', '02fb56b3-a4f8-400f-971b-2fef60e96c95', 'fe0b6e06-7f78-4b96-aa10-8e2e2ff7dfcf']"
5f96cf5b-7ae8-409c-805b-f5a78fec4e75,1961-04-10,Vegan,"['2ceb1309-2a1e-43d8-8541-acb9dbcd6744', 'b2ef04a2-57ce-49dd-9750-af0949c19f93', '443102e9-44da-47a3-b661-408f82b89983', 'e265ebe1-8f0b-4ed0-bde9-8dfdeeb67153', '652d4c96-48cf-4291-996f-ba4a54cbc422', '3911e5f4-01f7-47f6-ae0c-02c4c6d6c8a6', '495b0442-5562-40ac-b171-7696f48295cb', '8e8668b9-fac5-40fd-83c7-fd278668c953', '336805c9-0f90-4f30-97d6-3f3fe7f13858']","['823fc5e5-7fa7-4eed-9dc7-58a568c5cf91', 'd8e0cb3f-7f8b-4511-9cf6-8e16b3710c0e', '84989b8a-582d-411d-a6e3-e5465118a0c4', '2d5a10be-4ed3-4de5-bbc1-f786a1d76ee3', '73bf0d0b-6998-47bc-99d0-d5e2173926f5', '93df7b85-e975-4e76-b47f-9bafaaa6a951', '1faf6043-5782-4150-82f4-861f9453ed7f', '780443a1-bfb0-4b3b-a8be-afc5a3e89b24', '8749f8e5-9a1e-4ead-b702-d6b8008cc0e9', '9e419e8f-515e-44e2-9d03-1d69e33df54f', 'fc1f8c3a-dba1-4b2f-9c08-2382d5d2f4ca']"
47ed4780-15af-4f9d-bc25-53036d018b83,1996-10-14,Keto,"['12b45476-21df-4c0f-80c6-834bbc8ab0da', 'f4806425-ac1e-4311-960b-c3a4f7ad66fa', '9aab784b-12af-467d-b109-2cce027fbf5b', '3ac59404-4820-4b32-b99f-79cba0d091f6', '147ab37f-e65b-4690-895c-64eca139eb74', '6c52882e-af93-442d-ba84-3945e316d1f8', '5ae4958b-aa4a-44b1-a330-8ae1c5c6c09d']","['234d6d7e-2e29-411e-baa0-2572c7887038', 'a6aca99b-9036-4210-9eea-51ab4156c8b2', '7a395a2c-7a88-41ef-8ba6-5050d7050c66']"
a15ee62a-4d81-4045-8489-b045548bc9a9,1965-04-19,Vegan,"['3a0c0213-b406-4bb6-97c9-422244a0d6f0', 'c1cf3309-97bf-49d8-988f-8d3f8ea0e6db', 'b7e7303e-6bb1-4dc6-8bcd-239e3f30e1b6', 'd4bf6c3a-4881-4aef-b753-8fdaf4acc16d', 'f11e006c-70ca-40f2-ab0e-280c6185a60e', '7c67412b-bc28-4ab0-9f33-106968956f88', '6174c5f9-0194-4776-bf1d-93ce7b4e36cf', '2808b74d-aafa-4b59-8ced-c29a6a6fbc71', 'f55e9ae7-fe31-4c47-8a6e-be0ded4ca60f', 'b9a1948e-3ac0-4216-81af-4cf04dd84301', '178eb0ee-bc32-4c6a-9e05-9a3680044b5d', '1a550dd3-97b5-4322-ab68-ab2fe8a66abb']","['3f770754-e984-4ead-900e-2ac8fcb518a3', '9133f449-3325-4015-9948-f668dacf818d', 'af597dd5-4ffb-4fc0-a73a-f14753f8cfb9', '15e9bbfc-be63-4be3-a8aa-8796274b48a5', '51707609-d171-4a97-b7aa-465fddf7f5ef', '06ff7fed-034f-4e70-a47c-b695711cbbb6']"
fa8a80b6-808b-43e4-a221-82c4943a8160,1984-11-18,Vegan,"['89bf84e9-d619-4a7f-a446-1bfc4e4bcff0', '4434db2f-1980-4f4c-8adc-4108da436827', 'd7cd7cde-5533-4211-83b5-7ea826389112', '692f37f4-13f4-4c1d-b83b-c1ef86bb19c4', '399da92a-1bcd-4c3d-a8d1-b249466bd2e0', 'f1b6cd53-acba-4331-96de-0373814ea89d', 'af301107-7cb1-46ce-85d1-43c4d719de3e', '223aa47e-4825-4af6-b164-f519a78be81c', 'eb64cd12-08d2-4c7d-b219-4cab72fbe33b', '4c298ac7-3df5-4a1a-8317-63cbbcac6440']","['d4fbf8c7-d587-4c66-bc1a-55f6424d26fd', 'a57436ea-ff41-4fb3-b25b-d606978d232d', 'bd67ed92-537d-459f-bc20-ea22eecc68f7', 'bc76bb7b-7b93-449b-917a-8a40df19ecfc', '6ab3e9d1-68f0-481a-a93b-14578fbad120', 'a07a8b6c-d764-4c00-abc6-74aace74331e', '1745fb9a-1ff0-426e-b345-013cfb846b94', 'b589d244-3dff-4590-8448-5586f9d46867', 'e09f1ef3-f083-428c-96e8-bf17f801f49d', 'ef8d2ee5-783f-40d3-be9a-9fcd9f79bc4c']"
a21e0f25-94f7-4992-a652-80a1d2e4cd91,1982-06-09,Paleo,"['3afa7d5f-52d0-485a-8e59-377d6dd93d8e', '3160f813-d6d9-4f8b-8591-59efb9c5bc16', 'ede254be-b402-4cc4-afa2-7ae8b461d749', '4c60268d-8d5e-4d48-9867-71e7df8a0f48', '51fb6c2b-9536-432a-aa53-5964f6f50b42', 'a86756a2-c1e1-4dad-80a8-10554ea7bc8d', 'e4e3dced-7377-48f3-84f9-b84a6dfb8c29', 'b8cd5f06-bfea-4e49-80c9-25492adf5b48', 'd4069935-efe3-4f77-b288-67a4043529c7', '48e57ac0-ca24-45e7-9701-b8b84b198660', '2384c1f7-cf30-4f57-9645-f2dd825598f5', '29294594-a3b7-44c7-bea6-a270ab1afae2', 'ed7aa01d-1690-45cc-b6fc-611a28beb0b7']","['17e2733c-3a31-4990-9512-d8c2fdd02334', '28b4b693-b6e5-4712-8ba3-4440ba3294b8', 'f8174cf3-f2ff-4d9a-aced-2db411bd7da0', '3e2ade5e-2fdf-4e7f-89f8-6ea16daf9fcd', '809c804e-81d4-461c-acfd-7a0fa25573b5']"
7f85a9e7-ee30-4759-b6f0-c84620f74fe4,1973-12-04,Vegetarian,"['e14e4600-b51d-4cc6-b867-9bd99f56c4ae', 'd387f489-6868-402e-a933-c20b79681266', 'aa2ff604-41d4-49c0-add5-8502ccaaeb6a', '6a4979ee-2a0a-454f-962d-8979fe001018']","['b2e80579-54c5-4c2b-8703-902cd4010bde', '5983127c-1eee-4cff-b96e-6843534331b8', '35c0480d-ad1c-4857-bdb2-776f60a8da26', '738bef7e-ca44-4f1f-a8cc-f08b587a9f9c', '457b17ce-4876-4bc3-999b-c75929c3bd76', 'e2480163-0ace-4b7c-8bbd-b98f1d5caed7', 'c65dd573-19b4-4182-a792-3507f5722a2a', '6ff1f49d-22fc-46fb-b29d-ed3c6d59e0a9', 'cebe4ba8-bd70-4d96-b838-fa38a15d1a57', 'c1c306bc-a4b4-4ec7-ba59-cc540be7f736', '9fcdbad7-02f4-4ccf-a7f8-da77bad366e6']"
fb497f54-f19d-45bd-9de0-ddba8c0ad2b8,2004-09-06,Omnivore,"['80de70cf-041a-4374-a42e-6afa3f5394f6', '770e72d7-58b5-40a4-8f63-a6d977c62c42', '310a68b7-b6ec-4c92-8298-0e73df47c7c7', '265c0abd-d746-4d19-a084-199ab4f8fded', '431a6895-636d-40f4-a3c0-ac02501e1962', 'c6d7e705-33b2-4b41-bd41-e44bb6afa79e']","['df116ed1-1e7d-4963-9583-e68b14930f2c', '50ffecfa-c2ca-459c-82e4-3fbbfed0f4ce', '0435dbeb-ff2d-46be-b615-69940f8ed5de', 'dce2e1cf-8297-4928-ba4f-a50adec3952a', '51a58d48-b71a-4906-83f2-6350760b1249']"
da8bc328-1db2-490d-b84d-14fc6b6e57c6,1980-01-05,Paleo,[],"['6d39af9a-8220-4f8a-8ca1-7c243a262402', '80ddd38e-45af-4271-943b-4beeeff13c99', 'c528622d-1643-4a73-b436-13277cdcb1e5', '10de8e16-d919-4475-aef0-c030a84095aa', '91983ab4-0faf-45d7-8d63-15264dca08cb', '96206105-4742-48e3-aef9-818b992d0814', 'f5dbaa5d-6b1c-452f-a71d-744a51bdea6b', '81052984-78f7-406c-8218-ca681c2c0240', 'c004167b-5e37-4879-aecc-8b5851b93ad9']"
5162661b-7c79-4c85-830e-612ccae7b003,1974-03-22,Vegan,"['115b2a63-b761-4f6b-bc7c-c14236b0a6cb', '36f5f206-222a-4e1f-973b-98defd04da65', 'd043d228-629a-4328-9b61-6d6da11118be', '076d5420-af65-459d-9a33-4ffd645e2d11']","['ea72aaa0-29ce-4b98-9e75-432c4f9c3944', 'c4f6fde6-1c36-43e1-b45b-d1f88b1e1cdc', '00dfb80a-2905-40d2-9ae2-0df5d2ce11fc', '8a9d8789-fe73-43c5-adf7-2d0e84f6952c', '81843740-e4fa-4aab-bcf5-cc6cc7a9212d', '55a37bdb-ce9c-4c63-b322-0b612620fcf6', '0d65a120-600c-4878-bb00-692a04a74567', '1aeee349-d7b5-4100-b765-39fe347d25da', '4c4f0d28-0938-4710-9e93-a98402db30a6']"
d1cdb9bc-cc82-4ede-9f4a-a21279847b9a,1978-06-16,Omnivore,[],"['459ae597-828f-49a7-89e6-a7ebd35af47b', '0543d2d9-0f8e-44d3-9f40-9fbeac2fa911', '1a26ad2b-5997-49dc-8904-c621be852a62', '1cdeda68-4384-446b-92a6-b88d93acd32c', '37fa8b69-ad49-4c0a-83da-4fba7ed47dd8', 'ea8d6cec-6087-4404-95f0-6313a3382c36', '3fe23f30-aa1b-4c77-b893-fa64f3a9f517']"
fc67586c-702b-4fd6-9838-60a3cebbbd14,1989-07-25,Vegetarian,"['847c00c4-77d6-4293-b784-1f018d2488f3', 'f2b8a5fa-26dd-4eba-ae77-b5bca2b90b4e', 'ccfeb67c-c63e-4d97-873c-05a61fcf1128', '9c7fe6e7-7b6e-4da3-a2b2-3150a911b697', 'a6b4895d-6700-44f5-b733-e28fdafec13e', '97dc6ae0-74ce-4f17-a8f5-b37a81b22441', '6768494a-da92-4f3a-844b-bb95e16b3d03', '6f290f3c-b214-4b72-8e5d-d2c8587fd112', 'dcf4a9df-b029-479b-9b90-38b158561485', '9c2a555e-d676-4e41-a456-dc4d28b9ff65', 'd3b4ba6a-e208-4991-98f3-abf06c3584d8', 'c915fd65-7991-4bff-9bbb-210e213cfef6', 'a3781b55-3c93-4d59-a49f-52a4925154bd']","['785589c4-addb-402b-af89-e7eaeb3fa0f6', '64ae2058-5e83-4d9b-9db5-3e9e8b3cbd0a', '8b762243-4582-4763-b0f0-9d7d8119cbed', 'b15a6e4c-46d1-4596-a370-b4451ad65371', '7477fe0c-871f-41bf-895f-831b7c66f2ef', '2fb37770-163f-4df9-9a0b-d0f1e259f8fb', '18f1633d-16cc-4cfe-8772-cf4370ba1714', 'deb3fb76-9e15-4f7f-bf4b-2c0447d4f992', '3a87d89b-147e-4ed0-84a0-d63606490185', 'c322aca4-419f-4483-ada2-3e4d1bb2a162', 'a81fe21d-dcfb-457f-a7ba-770e1c48d340', '1f36b4c4-e803-4725-ae51-2c8affa56b08', 'eb886a7f-81de-4173-bdac-3a19cfa7676c']"
e8cc4d5d-9b64-4255-a729-07c28603611e,1975-12-30,Keto,"['a7f4aef0-46fe-45b1-a78c-d46fb830e7e2', '541d3735-c39e-4ba0-98d2-1d8b3f480036', '3aefa95b-dad1-4ac3-bfde-a0aa75ccc9a5', 'd6aa8524-c6d9-46ab-9614-69103556f984', '1422e9d0-21fa-439d-8100-04b39d6134a3', '42407c58-bf64-4ee3-aca0-894bdec9edb5', 'ed65a34d-dc57-4991-b921-c07fa6ab9178', 'eb1852c5-7a0d-45a0-92f2-625dda8b28eb', 'c45d3a72-200f-4013-9ce7-257f56aa2dbf', '3221f4f6-fc9e-413f-be81-3eb6c5ddf58a', '9e5e49f0-7802-47b9-8d63-a7ebfa89c3c9', 'ab46cbc0-77c5-402c-81c3-07fb52ccee49']","['a576c721-2b78-4fba-8515-398fa31526e7', '9dcadf93-ca9b-4182-b24b-f8aa8f6f0304', 'f03a7297-3ac2-4ac6-b3f3-99c9cd90c21a', '8d55f640-1c56-4532-b5c0-4a2f41fe156c', '587b8176-3ac0-4f1d-b74d-45b363ff9312', 'e2e032aa-4d96-4c59-aee9-db24e261cb24', 'db88e815-32ad-4736-8660-2d3491d2cc0f', 'e716a8f7-e6df-4945-a749-c5d5ecb607c1', '9ec6ad78-8eda-495a-9f0e-742d5e10362f', '3486115e-58e8-423b-bde1-57e1582561e8', 'dba17c92-7641-4826-a2ae-c4fba98dc975', '210fbc03-686a-498f-8069-d6e7ad0e055d']"
83204a89-51b4-4d88-9cb6-8708583cbca0,1994-05-26,Vegetarian,"['7b09110e-5584-45a6-a0ee-0b52be3e1edf', '727a4461-5203-43a9-bd83-f119df2f555c']",[]
2638d037-074f-4f70-a627-6f8f7249114d,1977-01-25,Omnivore,"['1bab41ec-c1aa-4d65-9d4f-fad49bb6fcd7', 'a7239a46-3524-4732-b21e-6dba866585c5', 'd6d49852-9b8f-4a3b-9c3b-0b83404229a8', '58ae3b5e-b3b8-4bc5-96b2-0214519d0aed', '1a305df5-2726-4963-b6a8-62c016289292', '7d1a6d22-3a81-4327-b386-96d292902ae1', '04113ee7-caf6-48f0-94db-3e790564f879', 'b39ec375-9349-4c5b-8ebd-cd85b1bfd0f2', '356de764-9275-41cb-8288-7947934d02bc', '4b1b3d1b-197d-46d3-bdd3-680c55d8aa59']","['35a67cf9-93b8-44ef-811e-343430b1544a', '62c68f7b-58e3-4b68-9992-f68a21298864', 'a26f2ab3-60d8-45dd-be5b-892232c067bc', 'e5341f50-1c8f-41d7-9796-829cc723af01', 'f8cf8454-300f-4a1a-b3a8-be9fac51b0a5', 'd947cc53-e7cf-4ab4-970d-721f95e8a64e', 'd304c008-91c5-42ed-948e-2c102afbe1ce', '8acc28de-48d2-4e43-a94a-6f5eda0482de', '77eb9cd2-8e44-4834-889f-512350c90f29', '5dee498e-9b92-4644-a27b-fd1086467b31', '9d1429f3-3be4-4a04-825e-9c7b30032836', '97c56ee5-d6be-4197-ae1a-7b366bc6e9b1', '62495b3b-6d0d-401e-a87b-d6982bd0ed93']"
ed1b8099-4373-49ef-9ec9-4cdb57248727,1960-08-25,Vegan,"['645e0cb0-4eaf-4b0c-88db-2c5c137a1873', 'ef352e6e-b55f-4dc2-a52b-451f2a906ec7', '9ef11937-b027-470e-a10f-97c33cb90a5c', 'c65f9439-696f-4b08-ac9b-b79a27ebf951', '466cd11f-d88d-4492-86d5-77cb19c2815c', '0f253843-fc92-4ba9-a549-825530073e69', 'a06fc280-10d1-4c62-b5f2-74362422e625', 'df38e7a6-9233-46f7-ae7f-78f3398d7f2f']","['96708bcf-7d73-47b2-ac52-b16503fd6e44', '0a3f7cba-0d2d-4dfc-ab9b-0d5d6d3534e7']"
4d1ef19d-ab32-4a83-aa49-2821c99f9fb3,1983-01-16,Vegetarian,"['f1298180-912b-4ef2-b4c3-157a5205f559', '2a41244a-23d4-4bb6-83dc-c2d4ffb254ef', 'f69db3fc-b701-4677-8103-9829d6598f25', '1493c868-ce2f-46aa-b525-f9791af25e7a', '987d5274-2ec2-43e9-8774-3444e9c4ef8e', '3886b865-d010-4f3b-8afd-a58fa95cf18e', '947aacaa-d280-437f-a4ed-16772c4245f2', '07c3e178-5d47-4e2b-8711-b6e31bbd209a', 'e6bce020-f842-4ba6-9a66-ccc6ce8e6885', '718d809d-0913-4980-85d6-3d6588545e29']","['deb04144-e73a-4766-93ab-5f1186d20f57', '0ea2119b-788b-4143-889e-9742824d155b', '5e7349c7-36fb-4e72-9900-87ffb3130b4d', '5c8e2f05-8b6c-4bc3-8622-f60640a604bc', '54c9c0a2-4357-4c81-b02d-deb03a9028e9', '72f50f45-2418-4277-b374-e0b9f94d59bd']"
c5b312c3-f125-4cda-877d-1c811bac8a31,1992-08-23,Paleo,[],"['02e23a14-6229-478e-b122-2fdcd8a2d9d5', '33f8124e-b986-44af-b75f-9901bcbe713b', '793d40bd-8c80-47c1-a2ee-d2be4425e942', 'b03da2bd-2da1-461b-ba2f-030465f39d80', '3908cc50-0056-4e6e-b39a-34de28cbbd72', '7ffa7163-1295-4522-b7c8-c45b0485a7c3', '0cf862ad-2017-4bba-99b5-1f64aabf8065', 'e283556e-f49f-42ef-90be-677422eed009', '5fc29fb9-dcd8-4070-add4-60cfcacd5d22']"
d0b6908e-ff6c-4183-b71d-85ec6ba56888,1960-03-04,Keto,[],"['1de6f561-84da-4b83-8d07-ee39a07506b5', '8d471104-1b1b-4224-bf3e-f463bf7e4c93', 'b5e49f0e-331b-4350-a9e7-5f87a95b1c29', '46d6ef11-0da3-458c-af43-02b4fe3fbe94', '605ef41e-ebc1-4a39-b4dc-18fa6b7b59a4', '79e0c184-b638-4094-805d-fe72e64921d7']"
b8df9b22-371f-4fcc-b823-3acade377cb5,1997-10-24,Paleo,"['15bf8dfd-713a-4adf-bf7f-e23fb383cde8', 'b1da6d4d-5ce4-4072-83f2-c9d7cc38b29f']","['525de92a-5a0d-497a-91f5-805f0b97055b', '46b783bc-6aa3-4edb-9767-8e0d616aa84c', '46375028-8225-4b47-97a3-9213ce84e545', 'b61afbf4-f623-44dd-bf52-e09ab252477e', '1971678a-2cb8-4e38-af22-e666fb2822c1', '5e111e34-7093-4b77-a952-5e1e205e48d7', 'acf14661-6a97-44ef-be31-164adcce8c78', '47292c76-588b-4f42-a797-1f6e0dfa47a4', '0738b323-3f7a-409d-87c2-3b88bba00f53']"
